0,0.png,0,79.78387,0,-6.316556,-180,-0.892901,-9.979514,-1.381656,0,-21.62013,0,-0.378616,33.17298,-16.20107
1,1.png,-10.2517,79.78387,-180,7.443736,25.41271,7.949886,-6.319183,-1.381656,12.4274,-10.75661,15.08143,-0.378616,33.17298,-5.048645
2,2.png,7.583372,-22.86969,-60.2093,-14.74309,-180,7.949886,7.483704,0.253526,-2.448004,-10.75661,15.08143,-0.378616,19.52485,-11.23615
3,3.png,-12.61568,74.10141,-180,15,-180,7.949886,-2.920565,-9.914911,-13.50262,-10.75661,15.08143,5.626541,39.89222,18.5124
4,4.png,-3.799332,-84.52843,-180,-13.57596,-180,23.67234,4.932669,0.343441,-13.50262,-10.75661,16.99829,13.5292,39.89222,8.353218
5,5.png,-14.05962,-62.40513,-180,-13.61637,53.73438,23.67234,4.932669,-3.344704,-13.50262,-26.16986,-6.308323,13.5292,37.93862,8.353218
6,6.png,-19.03714,8.975327,-180,-13.61637,-132.4888,13.80943,4.932669,8.191803,-7.417554,22.43666,-28.36679,-5.981243,28.95059,8.353218
7,7.png,-0.637034,85.07883,-30.16453,-12.03808,46.12982,13.80943,9.646835,-1.442829,-7.417554,22.43666,-28.36679,12.96097,13.5996,9.991908
8,8.png,-13.9087,85.07883,-30.16453,1.762612,-180,8.151489,9.646835,3.661604,-17.57911,23.6241,-28.36679,19.04962,13.5996,-8.95129
9,9.png,-13.13135,-37.13409,86.18317,-23.56649,-180,8.151489,-10.24277,3.661604,-17.57911,28.95116,8.27869,24.79975,43.70856,4.537804
10,10.png,-9.88596,-37.13409,59.78726,-15.12991,-180,2.933464,-10.24277,-1.657819,-17.57911,-12.21787,-19.39194,-26.65238,16.8426,13.02849
11,11.png,-9.88596,60.16574,59.78726,2.943154,-180,2.424257,8.930426,-1.657819,12.73586,-12.21787,-5.155266,21.61787,37.74669,6.732192
12,12.png,-6.814384,-70.17281,59.78726,8.167246,-180,2.424257,-9.565066,-2.208692,-5.572238,-12.21787,-11.55899,-17.23804,22.95255,-14.69362
13,13.png,6.644527,-70.17281,59.78726,-10.64339,-125.2148,2.424257,-1.97332,-2.208692,5.436037,25.99047,-21.13915,12.68142,23.03849,9.37963
14,14.png,3.387939,-70.17281,-56.22375,11.81259,6.745605,-1.960591,9.696087,9.065592,5.436037,25.99047,-23.10851,12.68142,13.4528,2.67318
15,15.png,3.387939,29.31059,-6.179779,11.7416,6.745605,1.382944,1.945087,-1.725641,5.436037,25.99047,6.770943,-17.83069,35.41036,4.891642
16,16.png,-0.228111,45.69965,3.995972,-4.501514,6.745605,1.382944,8.744389,6.880571,-14.87858,25.99047,-6.471909,20.58016,32.98455,4.891642
17,17.png,16.55347,79.90482,3.995972,15,63.92557,-12.12708,0.319252,6.880571,-14.87858,12.78077,-28.01069,1.977327,32.98455,7.89061
18,18.png,16.55347,-64.66621,-180,15,-180,-9.661362,-0.207855,5.708215,-14.87858,-2.756349,-26.56488,1.977327,28.24479,7.89061
19,19.png,18.36214,-64.66621,-7.485535,15,-147.8726,-10.50473,-0.207855,1.139079,-9.06374,-10.84583,-6.541804,-29.37995,29.53766,7.89061
20,20.png,12.79823,30.38077,-180,13.87755,-180,-15,8.064449,1.139079,-9.06374,-10.84583,15.53139,19.60684,20.93345,7.89061
21,21.png,12.79823,-12.27695,21.40189,-1.503454,-7.195068,16.05078,0.863152,-8.082172,1.230032,-29.49951,8.288169,19.60684,20.93345,7.89061
22,22.png,5.55228,20.90704,21.40189,-1.503454,55.3808,-15,5.021458,6.267181,-3.094522,21.93052,8.288169,-26.09959,20.93345,-16.75648
23,23.png,9.559195,20.90704,60.74481,-14.78374,-180,-1.682661,-8.739673,1.871119,12.09373,21.93052,-23.55571,10.23553,20.93345,-16.75648
24,24.png,9.559195,-70.31334,-32.73194,-0.96749,-180,-11.95111,-10.66693,-9.969582,-4.655172,21.93052,-23.55571,4.151706,24.08243,4.281542
25,25.png,-13.97146,-72.54459,23.22784,-5.872831,21.43118,-6.708171,1.940968,-9.969582,-4.655172,21.39766,-23.55571,-28.48957,24.08243,-13.89064
26,26.png,-11.05642,14.18016,-134.1196,-7.837544,81.40063,-6.708171,6.894845,-9.969582,-5.060205,4.896844,-15.38629,-28.48957,24.08243,14.56444
27,27.png,-14.74944,14.18016,67.48181,-7.837544,82.60315,18.0087,-9.664246,-9.969582,-12.31341,18.32709,-22.66153,-28.48957,32.84391,-17.22084
28,28.png,-14.74944,79.75853,67.48181,2.95457,-180,-10.21543,8.775261,-1.215133,-12.31341,-17.58644,12.58299,-28.48957,42.85076,-15.59974
29,29.png,9.901249,39.41275,44.45026,-12.49986,-180,10.70999,8.775261,-1.215133,-12.31341,-22.90658,-7.898544,15.51272,30.01051,-7.612183
30,30.png,9.901249,-44.92846,-72.00931,-19.93392,-180,-15,6.492065,-6.346968,-12.31341,29.21004,-7.898544,6.166745,27.97191,-7.612183
31,31.png,4.080793,-89.96852,-72.00931,13.74747,-180,5.958196,-9.970004,-6.346968,-12.31341,-5.132034,-9.309944,-18.3727,0.696323,-11.38026
32,32.png,4.080793,-89.96852,-43.51141,15,85.65457,-0.546048,10.80351,2.193521,-12.31341,-13.78907,0.380255,20.83516,0.696323,2.533772
33,33.png,4.080793,-89.96852,72.9267,-8.801197,85.65457,-0.546048,-11.68862,-7.026861,7.165701,24.66986,-15.91609,6.849506,22.043,4.12904
34,34.png,-11.57181,34.03761,-132.4642,5.585142,85.65457,-0.546048,-11.68862,5.607057,12.3582,-21.96938,-15.91609,-16.64153,13.86262,-9.77494
35,35.png,7.73608,34.03761,-41.81471,15,85.65457,-2.8926,-3.117719,5.607057,-19.98771,-13.97752,-12.54091,-6.705612,13.86262,-0.469769
36,36.png,15.73079,-74.3591,-41.81471,-13.34557,85.65457,4.721161,-3.117719,0.151781,-7.374448,5.972016,19.1577,-12.57507,16.13421,-0.469769
37,37.png,15.73079,36.92146,-180,-21.80611,85.65457,12.68437,-0.539135,0.151781,-2.464941,-10.70454,13.09844,-26.39704,16.13421,-0.588095
38,38.png,-19.00617,-10.22416,-50.61407,-21.80611,-76.24767,12.68437,8.011723,-3.860289,-7.2014,13.07638,13.09844,-26.39704,38.83279,6.591053
39,39.png,-19.00617,-25.907,-50.61407,-1.367498,-160.4959,21.99974,6.149483,-3.860289,-19.43422,-20.03619,13.09844,-11.39314,26.45077,18.2395
40,40.png,-19.00617,72.39677,-50.61407,-22.44602,33.92342,-7.344241,6.149483,-3.860289,16.68002,-0.142633,-25.8145,6.153442,23.39808,-11.66462
41,41.png,-18.61728,-65.23622,-52.75594,-22.44602,33.92342,-7.344241,6.149483,-0.362617,-11.43036,-22.80593,-19.92073,7.84669,38.19549,12.35717
42,42.png,-16.39784,-65.23622,-68.95885,-22.44602,33.92342,17.97868,7.656166,-0.362617,-11.43036,18.58837,-21.47301,-10.76532,25.14322,9.653511
43,43.png,-16.39784,-65.23622,-55.48166,8.226336,34.86545,18.04958,-10.92429,-0.362617,-7.520751,-20.41714,-21.47301,-4.650046,34.4811,-18.13851
44,44.png,-5.5941,-65.23622,-128.6283,9.982195,34.86545,9.077571,9.093071,-0.362617,17.59058,-20.41714,-21.14059,-14.30395,19.08991,-4.963701
45,45.png,19.87228,-61.81305,-122.8873,-19.83285,34.86545,11.78557,2.953831,-9.834316,17.59058,-15.44315,29.32598,-14.30395,38.37123,-4.963701
46,46.png,19.87228,84.72096,-63.46872,-14.44263,-180,8.301665,-4.791077,0.492211,17.59058,-15.44315,-26.57094,18.34905,38.37123,14.03001
47,47.png,19.87228,-78.39441,-114.2802,10.70278,-180,14.89286,1.69706,-9.476664,18.72456,-15.44315,-26.57094,-12.87534,8.880499,0.232828
48,48.png,19.87228,-78.39441,-76.74425,-7.319685,-73.91304,14.89286,9.491558,-3.423513,19.32742,-18.27892,22.10698,-15.15967,0.803595,0.232828
49,49.png,-11.93148,-24.54601,59.79767,11.71266,-73.91304,-9.572967,1.758886,-3.423513,9.404047,-29.72806,28.98553,-15.15967,14.6254,0.232828
50,50.png,6.250097,34.01819,59.79767,9.942986,85.45374,-9.572967,1.758886,9.372134,4.260332,-29.72806,-1.407562,-15.77038,38.2215,4.681065
51,51.png,-7.855,34.01819,59.79767,-22.74928,85.45374,-4.64971,-5.761825,-0.184361,4.260332,-14.11153,-1.988157,4.528459,31.35192,19.27
52,52.png,-5.280256,47.1333,-88.93431,14.6824,85.45374,7.298184,-7.673878,-7.12125,4.904396,-14.11153,-1.988157,4.21758,31.35192,15.99639
53,53.png,18.9733,32.06608,-88.93431,3.935032,-55.78259,7.298184,11.35614,-7.12125,-1.265514,-14.11153,23.09273,-21.42706,3.951854,5.08605
54,54.png,18.9733,-81.23729,-7.02832,8.613352,-35.81751,21.95489,9.047436,-9.265909,-11.18831,-23.84973,23.09273,-21.42706,6.066094,5.08605
55,55.png,-9.395022,3.639771,-180,-5.251617,-35.81751,18.66703,9.047436,7.057128,-11.18831,-2.512497,-19.66322,-21.42706,19.77007,-6.543224
56,56.png,-1.886194,3.639771,82.84744,-13.59917,-135.7951,7.031107,-6.269639,-7.588818,-11.18831,16.71043,-7.52272,-21.42706,19.77007,14.0906
57,57.png,-1.886194,30.79628,82.84744,-4.021126,-135.7951,7.031107,-4.823024,-1.163763,11.41742,-29.67536,-28.94527,-22.727,16.93671,-10.38148
58,58.png,13.61597,7.516357,-180,-0.50908,63.33795,7.031107,-4.823024,-1.163763,15.24608,-25.75982,-0.301226,11.81974,10.64829,-10.38148
59,59.png,-8.293486,7.516357,-180,13.08215,-138.9541,7.031107,-7.130859,7.643194,15.83747,-25.75982,-0.301226,11.40397,40.65501,-14.44862
60,60.png,-12.74624,7.516357,11.19031,-10.44416,-138.9541,7.031107,9.837084,8.776546,7.362501,25.22287,16.10485,-6.40356,1.780965,-14.44862
61,61.png,2.384222,80.78902,11.19031,3.33139,64.62695,7.031107,1.999542,-8.163168,-16.24424,25.22287,-28.08554,-6.40356,32.23738,-9.776632
62,62.png,14.28672,-33.54034,87.09814,-24.62878,64.62695,3.051325,3.213451,-0.717248,-16.24424,24.73121,-28.08554,-16.87416,21.02271,-9.776632
63,63.png,-12.88476,-89.90768,87.09814,-21.00703,-84.87048,24.24247,3.213451,-9.165714,12.96863,-6.967996,-28.08554,8.768791,37.7677,-9.776632
64,64.png,-12.88476,-76.90492,-112.485,-21.00703,-180,7.118203,5.081753,7.768347,12.96863,24.66786,27.81325,-14.49428,26.7155,-9.776632
65,65.png,-2.532671,28.12441,-123.9388,-21.00703,-82.15163,-8.832687,4.86721,7.768347,8.241293,-9.995354,-15.26788,-14.49428,17.41778,-9.776632
66,66.png,-2.532671,10.29762,22.43555,9.285389,-1.035919,-8.832687,4.86721,-5.929193,-9.638038,-27.19618,-15.26788,26.72793,23.65054,1.603586
67,67.png,-2.532671,-75.38538,-6.103149,-1.169385,-98.52519,-8.832687,6.991387,-5.929193,-11.20413,-16.89483,4.701401,3.80123,23.65054,4.64753
68,68.png,-15.42327,-75.38538,60.55389,-2.806483,-153.2185,-8.832687,2.383596,7.618768,-3.547995,-20.39951,4.701401,3.80123,29.37474,9.665661
69,69.png,-15.42327,-34.36731,-180,14.18604,-140.3184,-8.832687,-7.409671,-5.264118,11.12341,9.930279,4.701401,16.62889,29.37474,-6.328871
70,70.png,-10.99354,-34.36731,-61.06255,7.740732,-140.3184,-15,-6.519004,-6.545784,-16.63738,-4.307931,4.701401,16.62889,35.45254,18.6847
71,71.png,1.668369,-77.46538,3.199646,7.740732,-75.26367,-15,-6.519004,-5.556321,-13.51152,-18.28894,14.22489,21.43653,35.45254,-19.57541
